Location,Date,Morning Forecast,Afternoon Forecast,Night Forecast,Summary Forecast,Summary When,Min Temperature (°C),Max Temperature (°C),Energy Output
Kabong,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Kabong,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Kabong,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kabong,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kabong,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Lubok Antu,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Lubok Antu,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Lubok Antu,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Lubok Antu,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Lubok Antu,2024-07-04,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Lubok Antu,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Lubok Antu,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Pakan,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Pakan,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Pakan,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Pakan,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Pakan,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Pakan,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Pakan,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sarikei,2024-07-08,Tiada hujan,Tiada hujan,Hujan di kebanyakan tempat,Hujan di kebanyakan tempat,Malam,24,33,36.5
Sarikei,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sarikei,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sarikei,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sarikei,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sarikei,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan menyeluruh,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sarikei,2024-07-02,Tiada hujan,Ribut petir di kebanyakan tempat,Tiada hujan,Ribut petir di kebanyakan tempat,Petang,24,33,36.5
Tanjung Manis,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Tanjung Manis,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Tanjung Manis,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Tanjung Manis,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Tanjung Manis,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Tanjung Manis,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Tanjung Manis,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Julau,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Julau,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Julau,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Julau,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Julau,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Julau,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Julau,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Meradong,2024-07-08,Tiada hujan,Tiada hujan,Hujan di kebanyakan tempat,Hujan di kebanyakan tempat,Malam,24,33,36.5
Meradong,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Meradong,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Meradong,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Meradong,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Meradong,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Meradong,2024-07-02,Tiada hujan,Ribut petir di kebanyakan tempat,Tiada hujan,Ribut petir di kebanyakan tempat,Petang,24,33,36.5
Daro,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Daro,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Daro,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Daro,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Daro,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Daro,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Daro,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Sibu,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Sibu,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sibu,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sibu,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sibu,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Sibu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di kebanyakan tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sibu,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,33,36.5
Kanowit,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Kanowit,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kanowit,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kanowit,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kanowit,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Kanowit,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kanowit,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,33,36.5
Song,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Song,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Song,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Song,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Song,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Song,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Song,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Matu,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Matu,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Matu,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Matu,2024-07-05,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,33,56.5
Matu,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Matu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Matu,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,33,36.5
Dalat,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Dalat,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Dalat,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Dalat,2024-07-05,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,33,56.5
Dalat,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Dalat,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di kebanyakan tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Dalat,2024-07-02,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,24,33,56.5
Selangau,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Selangau,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Selangau,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Selangau,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Selangau,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Selangau,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Selangau,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,33,36.5
Mukah,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Mukah,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Mukah,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Mukah,2024-07-05,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,33,56.5
Mukah,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Mukah,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Mukah,2024-07-02,Hujan di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,24,33,56.5
Kapit,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Kapit,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kapit,2024-07-06,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Kapit,2024-07-05,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,33,56.5
Kapit,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kapit,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Kapit,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Bukit Mabong,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Bukit Mabong,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Bukit Mabong,2024-07-06,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Bukit Mabong,2024-07-05,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,33,56.5
Bukit Mabong,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Bukit Mabong,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Bukit Mabong,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Tatau,2024-07-08,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Tatau,2024-07-07,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Tatau,2024-07-06,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Tatau,2024-07-05,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Tatau,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Tatau,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Tatau,2024-07-02,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Bintulu,2024-07-08,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,24,33,56.5
Bintulu,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Bintulu,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Bintulu,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Bintulu,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Bintulu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Bintulu,2024-07-02,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Sebauh,2024-07-08,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,24,33,56.5
Sebauh,2024-07-07,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,33,56.5
Sebauh,2024-07-06,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Sebauh,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sebauh,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sebauh,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Sebauh,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Hujan di beberapa tempat,Petang dan Malam,24,33,36.5
Belaga,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Belaga,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Belaga,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Belaga,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Belaga,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Belaga,2024-07-03,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Belaga,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Subis,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Subis,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,56.5
Subis,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Subis,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Subis,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Subis,2024-07-03,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
Subis,2024-07-02,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Pagi dan Malam,24,33,56.5
Beluru,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Beluru,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Beluru,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Beluru,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Beluru,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Beluru,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Beluru,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Hujan di kebanyakan tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Telang Usan,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Telang Usan,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Telang Usan,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Telang Usan,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Telang Usan,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Telang Usan,2024-07-03,Hujan di kebanyakan tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,
Telang Usan,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Hujan di kebanyakan tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Miri,2024-07-08,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-07,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-06,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-05,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,56.5
Miri,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,33,36.5
Miri,2024-07-03,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,24,33,36.5
